(7.81, 10.97), (7.81, 10.95), [225, 225, 225]
(9.78, 12.22), (9.78, 12.19), [225, 225, 225]
(22.18, 12.71), (22.27, 12.74), [225, 225, 225]
(21.06, 5.7), (21.04, 5.64), [225, 225, 225]
(5.15, 10.99), (5.22, 10.93), [225, 225, 225]
(5.16, 10.04), (5.22, 10.03), [225, 225, 225]
(3.86, 0.69), (3.86, 0.66), [225, 225, 225]
(8.64, 18.06), (8.64, 18.03), [225, 225, 225]
(3.95, 2.43), (3.95, 2.4), [225, 225, 225]
(4.51, 7.18), (4.51, 7.15), [225, 225, 225]
(23.12, 9.56), (23.12, 9.54), [225, 225, 225]
(0.0, 5.58), (0, 5.55), [225, 225, 225]
(22.81, 3.4), (22.81, 3.38), [225, 225, 225]
(6.91, 7.75), (6.91, 7.72), [225, 225, 225]
(22.22, 15.15), (22.17, 15.08), [0, 0, 0]
(18.78, 4.81), (18.87, 4.79), [0, 0, 0]
(10.31, 6.69), (10.31, 6.61), [0, 0, 0]
(10.97, 12.5), (11.0, 12.57), [225, 225, 225]
(1.54, 5.77), (1.54, 5.74), [225, 225, 225]
(4.99, 10.9), (5.07, 10.86), [225, 225, 225]
(1.51, 5.17), (1.51, 5.14), [225, 225, 225]
(21.82, 7.2), (21.82, 7.18), [225, 225, 225]
(5.65, 6.88), (5.65, 6.85), [225, 225, 225]
(0.56, 1.72), (0.56, 1.7), [225, 225, 225]
(23.81, 12.58), (23.72, 12.55), [225, 225, 225]
(23.06, 0.26), (23.06, 0.23), [225, 225, 225]
(7.75, 2.32), (7.75, 2.29), [225, 225, 225]
(17.41, 0.04), (17.41, 0.01), [225, 225, 225]
(8.8, 1.83), (8.8, 1.8), [225, 225, 225]
(1.48, 3.35), (1.48, 3.32), [225, 225, 225]
(5.57, 9.37), (5.48, 9.4), [225, 225, 225]
(20.65, 7.99), (20.65, 7.96), [225, 225, 225]
(21.7, 0.96), (21.7, 0.94), [225, 225, 225]
(21.11, 3.11), (21.11, 3.08), [225, 225, 225]
(23.98, 5.22), (23.98, 5.2), [225, 225, 225]
(20.94, 11.91), (20.97, 11.86), [225, 225, 225]
(16.48, 15.21), (16.43, 15.18), [225, 225, 225]
(8.15, 19.25), (8.15, 19.22), [225, 225, 225]
(18.38, 3.72), (18.35, 3.71), [225, 225, 225]
(20.0, 0.12), (20.0, 0.09), [225, 225, 225]
(6.64, 18.46), (6.64, 18.43), [225, 225, 225]
(23.8, 18.65), (23.8, 18.62), [225, 225, 225]
(15.84, 3.95), (15.83, 3.97), [225, 225, 225]
(4.41, 2.89), (4.41, 2.86), [225, 225, 225]
(0.93, 7.09), (0.93, 7.07), [225, 225, 225]
(4.85, 9.91), (4.72, 9.9), [225, 225, 225]
(9.26, 3.05), (9.26, 3.02), [225, 225, 225]
(0.59, 18.46), (0.59, 18.43), [225, 225, 225]
(15.47, 6.82), (15.45, 6.74), [225, 225, 225]
(6.39, 18.08), (6.39, 18.06), [225, 225, 225]
(10.24, 7.4), (10.19, 7.47), [225, 225, 225]
(16.4, 6.81), (16.37, 6.8), [225, 225, 225]
(10.43, 10.46), (10.43, 10.43), [225, 225, 225]
(18.38, 14.52), (18.41, 14.51), [225, 225, 225]
(2.99, 19.14), (2.99, 19.11), [225, 225, 225]
(14.91, 13.17), (14.96, 13.14), [0, 0, 0]
(11.08, 1.51), (11.08, 1.48), [225, 225, 225]
(16.43, 0.99), (16.41, 0.97), [225, 225, 225]
(19.29, 10.76), (19.17, 10.67), [225, 225, 225]
(21.23, 6.8), (21.23, 6.77), [225, 225, 225]
(10.71, 9.16), (10.71, 9.13), [225, 225, 225]
(4.85, 14.91), (4.85, 14.88), [225, 225, 225]
(19.56, 5.17), (19.64, 5.2), [0, 0, 0]
(12.72, 3.11), (12.72, 3.08), [225, 225, 225]
(16.33, 18.86), (16.39, 18.85), [225, 225, 225]
(13.94, 13.37), (13.96, 13.38), [0, 0, 0]
(17.05, 14.16), (17.09, 14.11), [225, 225, 225]
(18.63, 9.71), (18.65, 9.66), [225, 225, 225]
(22.39, 15.93), (22.43, 15.97), [225, 225, 225]
(5.49, 16.75), (5.49, 16.73), [225, 225, 225]
(19.47, 4.02), (19.36, 3.96), [225, 225, 225]
(10.84, 7.73), (10.83, 7.57), [0, 0, 0]
(22.05, 16.24), (22.09, 16.2), [225, 225, 225]
(11.71, 5.08), (11.62, 5.07), [225, 225, 225]
(21.51, 0.75), (21.51, 0.72), [225, 225, 225]
(1.27, 16.29), (1.27, 16.26), [225, 225, 225]
(19.35, 3.35), (19.35, 3.32), [225, 225, 225]
(7.19, 3.21), (7.19, 3.19), [225, 225, 225]
(21.3, 7.91), (21.3, 7.88), [225, 225, 225]
(24.3, 14.85), (24.28, 14.77), [225, 225, 225]
(19.91, 2.08), (19.91, 2.05), [225, 225, 225]
(7.07, 5.25), (7.07, 5.22), [225, 225, 225]
(9.38, 2.54), (9.38, 2.51), [225, 225, 225]
(20.71, 1.97), (20.71, 1.94), [225, 225, 225]
(4.07, 3.59), (4.07, 3.57), [225, 225, 225]
(1.11, 2.48), (1.11, 2.46), [225, 225, 225]
(14.02, 7.72), (14.07, 7.75), [225, 225, 225]
(10.65, 10.89), (10.65, 10.87), [225, 225, 225]
(22.78, 2.08), (22.78, 2.05), [225, 225, 225]
(12.22, 0.69), (12.22, 0.66), [225, 225, 225]
(24.85, 17.97), (24.85, 17.95), [225, 225, 225]
(16.22, 7.87), (16.18, 7.97), [225, 225, 225]
(11.64, 17.89), (11.64, 17.87), [225, 225, 225]
(22.75, 8.86), (22.75, 8.83), [225, 225, 225]
(14.81, 16.81), (14.82, 16.83), [225, 225, 225]
(16.62, 3.2), (16.59, 3.25), [225, 225, 225]
(12.73, 8.75), (12.82, 8.78), [225, 225, 225]
(2.25, 0.94), (2.25, 0.91), [225, 225, 225]
(19.55, 5.28), (19.64, 5.3), [225, 225, 225]
(24.25, 15.61), (24.27, 15.59), [225, 225, 225]
(12.27, 5.14), (12.12, 5.17), [225, 225, 225]
(9.42, 8.52), (9.53, 8.57), [225, 225, 225]
(6.2, 14.66), (6.2, 14.64), [225, 225, 225]
(1.05, 5.47), (1.05, 5.44), [225, 225, 225]
(11.55, 8.56), (11.6, 8.59), [225, 225, 225]
(14.74, 18.68), (14.7, 18.76), [225, 225, 225]
(2.75, 16.81), (2.75, 16.78), [225, 225, 225]
(20.15, 0.37), (20.15, 0.34), [225, 225, 225]
(15.84, 17.89), (15.89, 17.87), [225, 225, 225]
(18.57, 15.2), (18.59, 15.19), [225, 225, 225]
(8.1, 10.21), (8.01, 10.19), [225, 225, 225]
(24.29, 11.52), (24.29, 11.49), [225, 225, 225]
(2.56, 5.63), (2.56, 5.6), [225, 225, 225]
(19.65, 18.65), (19.74, 18.63), [225, 225, 225]
(12.07, 3.35), (12.07, 3.32), [225, 225, 225]
(18.33, 8.03), (18.27, 8.03), [0, 0, 0]
(18.66, 14.19), (18.69, 14.19), [225, 225, 225]
(5.71, 4.11), (5.71, 4.08), [225, 225, 225]
(18.95, 2.97), (18.95, 2.94), [225, 225, 225]
(10.6, 7.57), (10.57, 7.46), [0, 0, 0]
(3.92, 4.73), (3.92, 4.71), [225, 225, 225]
(0.74, 10.97), (0.74, 10.95), [225, 225, 225]
(1.27, 6.47), (1.27, 6.44), [225, 225, 225]
(9.0, 7.14), (9.03, 7.24), [225, 225, 225]
(17.9, 12.63), (18.02, 12.6), [225, 225, 225]
(0.34, 11.14), (0.34, 11.11), [225, 225, 225]
(11.48, 3.16), (11.48, 3.13), [225, 225, 225]
(7.75, 4.11), (7.75, 4.08), [225, 225, 225]
(20.54, 12.65), (20.64, 12.58), [225, 225, 225]
(4.75, 7.56), (4.75, 7.53), [225, 225, 225]
(3.52, 9.42), (3.58, 9.4), [225, 225, 225]
(14.88, 9.31), (14.69, 9.3), [225, 225, 225]
(13.53, 19.01), (13.56, 19.02), [225, 225, 225]
(20.98, 9.69), (20.93, 9.63), [225, 225, 225]
(16.1, 17.42), (16.13, 17.41), [225, 225, 225]
(18.12, 12.13), (18.18, 12.12), [0, 0, 0]
(6.51, 14.12), (6.51, 14.09), [225, 225, 225]
(11.03, 5.98), (11.07, 5.9), [0, 0, 0]
(6.82, 13.5), (6.82, 13.47), [225, 225, 225]
(16.48, 0.37), (16.48, 0.34), [225, 225, 225]
(2.41, 2.32), (2.41, 2.29), [225, 225, 225]
(17.6, 9.59), (17.64, 9.51), [225, 225, 225]
(24.78, 18.81), (24.78, 18.79), [225, 225, 225]
(6.85, 7.34), (6.85, 7.31), [225, 225, 225]
(0.22, 15.99), (0.22, 15.97), [225, 225, 225]
(9.78, 18.65), (9.78, 18.62), [225, 225, 225]
(14.35, 7.12), (14.29, 7.1), [225, 225, 225]
(17.32, 15.85), (17.38, 15.79), [225, 225, 225]
(19.55, 13.92), (19.58, 13.92), [225, 225, 225]
(20.28, 1.4), (20.28, 1.37), [225, 225, 225]
(20.59, 0.31), (20.59, 0.28), [225, 225, 225]
(3.67, 13.47), (3.67, 13.44), [225, 225, 225]
(20.1, 17.27), (20.15, 17.24), [225, 225, 225]
(15.77, 19.3), (15.89, 19.28), [225, 225, 225]
(10.22, 16.02), (10.22, 15.99), [225, 225, 225]
(12.82, 12.18), (12.85, 12.18), [0, 0, 0]
(11.94, 13.29), (12.07, 13.4), [225, 225, 225]
(12.78, 13.34), (12.84, 13.35), [0, 0, 0]
(14.04, 10.23), (14.1, 10.23), [0, 0, 0]
(21.76, 14.28), (21.76, 14.2), [225, 225, 225]
(12.48, 7.14), (12.52, 7.19), [225, 225, 225]
(4.29, 6.09), (4.29, 6.06), [225, 225, 225]
(1.79, 2.59), (1.79, 2.56), [225, 225, 225]
(18.24, 6.39), (18.24, 6.36), [225, 225, 225]
(0.9, 2.97), (0.9, 2.94), [225, 225, 225]
(14.44, 16.89), (14.45, 16.86), [225, 225, 225]
(0.77, 2.78), (0.77, 2.75), [225, 225, 225]
(0.28, 0.15), (0.28, 0.12), [225, 225, 225]
(1.73, 3.16), (1.73, 3.13), [225, 225, 225]
(14.41, 5.85), (14.41, 5.82), [225, 225, 225]
(4.17, 18.3), (4.17, 18.27), [225, 225, 225]
(11.61, 14.6), (11.54, 14.75), [225, 225, 225]
(4.21, 11.25), (4.25, 11.32), [225, 225, 225]
(9.72, 13.63), (9.72, 13.61), [225, 225, 225]
(2.25, 17.78), (2.25, 17.76), [225, 225, 225]
(24.17, 11.9), (24.17, 11.87), [225, 225, 225]
(24.26, 5.63), (24.26, 5.6), [225, 225, 225]
(11.55, 6.48), (11.6, 6.44), [225, 225, 225]
(2.56, 14.85), (2.56, 14.83), [225, 225, 225]
(18.44, 18.44), (18.53, 18.46), [225, 225, 225]
(24.85, 13.44), (24.85, 13.42), [225, 225, 225]
(8.8, 9.56), (8.8, 9.54), [225, 225, 225]
(19.2, 0.91), (19.2, 0.88), [225, 225, 225]
(11.33, 0.26), (11.33, 0.23), [225, 225, 225]
(24.85, 12.49), (24.84, 12.47), [225, 225, 225]
(0.19, 14.83), (0.19, 14.8), [225, 225, 225]
(9.1, 4.27), (9.1, 4.25), [225, 225, 225]
(18.21, 15.41), (18.15, 15.35), [225, 225, 225]
(17.53, 16.5), (17.47, 16.43), [225, 225, 225]
(22.38, 10.55), (22.32, 10.56), [225, 225, 225]
(2.07, 15.15), (2.07, 15.12), [225, 225, 225]
(14.48, 11.21), (14.54, 11.2), [0, 0, 0]
(4.72, 13.14), (4.72, 13.12), [225, 225, 225]
(0.8, 6.77), (0.8, 6.74), [225, 225, 225]
(5.77, 16.51), (5.77, 16.48), [225, 225, 225]
(5.95, 8.8), (6.03, 8.84), [225, 225, 225]
(21.36, 17.67), (21.3, 17.65), [225, 225, 225]
(22.37, 18.05), (22.38, 18.03), [225, 225, 225]
(22.41, 12.64), (22.34, 12.59), [225, 225, 225]
(0.93, 8.67), (0.93, 8.64), [225, 225, 225]
(13.75, 17.05), (13.72, 17.03), [225, 225, 225]
(1.42, 6.82), (1.42, 6.8), [225, 225, 225]
(21.73, 8.29), (21.73, 8.26), [225, 225, 225]
(1.48, 12.41), (1.48, 12.38), [225, 225, 225]
(21.32, 10.87), (21.27, 10.84), [225, 225, 225]
(21.25, 14.2), (21.28, 14.18), [225, 225, 225]
(1.88, 8.86), (1.88, 8.83), [225, 225, 225]
(21.2, 0.96), (21.2, 0.94), [225, 225, 225]
(16.14, 10.83), (16.21, 10.77), [0, 0, 0]
(14.99, 5.23), (15.01, 5.18), [225, 225, 225]
(14.96, 10.97), (15.04, 11.0), [0, 0, 0]
(23.46, 1.37), (23.46, 1.34), [225, 225, 225]
(24.14, 14.93), (24.2, 14.92), [225, 225, 225]
(22.21, 14.31), (22.18, 14.23), [225, 225, 225]
(5.88, 8.14), (5.85, 8.14), [225, 225, 225]
(2.16, 0.34), (2.16, 0.31), [225, 225, 225]
(24.54, 6.12), (24.54, 6.09), [225, 225, 225]
(10.43, 10.19), (10.43, 10.16), [225, 225, 225]
(15.25, 2.27), (15.25, 2.24), [225, 225, 225]
(19.57, 0.39), (19.57, 0.37), [225, 225, 225]
(16.14, 9.64), (16.14, 9.62), [0, 0, 0]
(13.02, 10.13), (12.97, 10.16), [0, 0, 0]
(7.53, 2.05), (7.53, 2.02), [225, 225, 225]
(16.66, 8.47), (16.55, 8.52), [0, 0, 0]
(14.43, 1.56), (14.46, 1.48), [225, 225, 225]
(8.55, 13.63), (8.55, 13.61), [225, 225, 225]
(11.0, 10.94), (10.97, 10.99), [225, 225, 225]
(7.41, 18.33), (7.41, 18.3), [225, 225, 225]
(15.35, 5.71), (15.32, 5.79), [225, 225, 225]
(14.04, 3.17), (14.05, 3.12), [225, 225, 225]
(21.95, 12.72), (22.01, 12.78), [225, 225, 225]
(20.28, 9.05), (20.28, 9.02), [225, 225, 225]
(23.89, 19.11), (23.89, 19.09), [225, 225, 225]
(10.12, 14.09), (10.12, 14.07), [225, 225, 225]
(19.89, 6.32), (19.93, 6.22), [0, 0, 0]
(23.96, 13.6), (24.01, 13.53), [225, 225, 225]
(14.84, 5.11), (14.85, 5.03), [225, 225, 225]
(17.09, 2.92), (17.05, 2.99), [225, 225, 225]
(12.53, 18.92), (12.53, 18.9), [225, 225, 225]
(18.03, 13.75), (18.08, 13.71), [225, 225, 225]
(14.46, 7.45), (14.37, 7.42), [225, 225, 225]
(7.19, 14.28), (7.19, 14.26), [225, 225, 225]
(22.1, 3.62), (22.1, 3.59), [225, 225, 225]
(10.66, 7.82), (10.7, 7.69), [0, 0, 0]
(3.37, 12.44), (3.42, 12.47), [225, 225, 225]
(4.57, 18.84), (4.57, 18.81), [225, 225, 225]
(1.36, 7.42), (1.36, 7.39), [225, 225, 225]
(20.52, 11.51), (20.47, 11.49), [225, 225, 225]
(12.22, 10.1), (12.04, 10.14), [0, 0, 0]
(13.09, 1.91), (13.09, 1.89), [225, 225, 225]
(9.2, 5.25), (9.2, 5.22), [225, 225, 225]
(0.15, 2.56), (0.15, 2.54), [225, 225, 225]
(13.69, 18.49), (13.78, 18.52), [225, 225, 225]
(13.32, 15.68), (13.41, 15.57), [225, 225, 225]
(15.05, 12.76), (15.01, 12.8), [0, 0, 0]
(11.54, 2.7), (11.54, 2.67), [225, 225, 225]
(8.97, 11.29), (9.0, 11.28), [225, 225, 225]
(9.81, 14.53), (9.81, 14.5), [225, 225, 225]
(8.49, 13.39), (8.49, 13.36), [225, 225, 225]
(23.83, 16.09), (23.82, 16.03), [225, 225, 225]
(21.09, 18.04), (21.19, 17.99), [225, 225, 225]
(3.18, 7.2), (3.18, 7.18), [225, 225, 225]
(15.15, 2.59), (15.15, 2.56), [225, 225, 225]
(23.39, 10.43), (23.34, 10.4), [225, 225, 225]
(16.22, 3.91), (16.19, 3.96), [225, 225, 225]
(5.6, 8.8), (5.69, 8.83), [225, 225, 225]
(22.95, 13.91), (22.98, 13.87), [225, 225, 225]
(2.31, 5.98), (2.31, 5.96), [225, 225, 225]
(7.87, 18.57), (7.87, 18.54), [225, 225, 225]
(21.73, 12.06), (21.72, 12.09), [225, 225, 225]
(22.78, 0.01), (22.78, -0.01), [225, 225, 225]
(17.24, 2.93), (17.27, 2.98), [225, 225, 225]
(11.13, 7.36), (11.09, 7.29), [225, 225, 225]
(18.36, 18.91), (18.43, 18.91), [225, 225, 225]
(20.52, 3.24), (20.52, 3.21), [225, 225, 225]
(13.65, 15.13), (13.76, 15.03), [0, 0, 0]
(18.03, 15.25), (17.96, 15.19), [225, 225, 225]
(16.47, 3.5), (16.44, 3.55), [225, 225, 225]
(6.14, 1.64), (6.14, 1.61), [225, 225, 225]
(4.32, 2.51), (4.32, 2.48), [225, 225, 225]
(4.23, 15.07), (4.23, 15.04), [225, 225, 225]
(23.45, 13.14), (23.41, 13.07), [225, 225, 225]
(15.06, 8.82), (15.18, 8.81), [225, 225, 225]
(19.89, 15.47), (19.92, 15.46), [225, 225, 225]
(13.81, 10.17), (13.9, 10.18), [0, 0, 0]
(0.25, 12.85), (0.25, 12.82), [225, 225, 225]
(23.3, 3.43), (23.3, 3.4), [225, 225, 225]
(12.16, 5.68), (12.35, 5.66), [225, 225, 225]
(16.6, 6.55), (16.6, 6.52), [225, 225, 225]
(3.37, 11.26), (3.36, 11.31), [225, 225, 225]
(18.14, 16.95), (18.1, 16.91), [225, 225, 225]
(21.09, 18.07), (21.19, 18.01), [225, 225, 225]
(15.23, 13.08), (15.26, 13.07), [0, 0, 0]
(7.93, 12.71), (7.93, 12.68), [225, 225, 225]
(18.63, 5.91), (18.66, 5.92), [225, 225, 225]
(1.54, 1.34), (1.54, 1.32), [225, 225, 225]
(24.69, 2.86), (24.69, 2.84), [225, 225, 225]
(10.86, 9.75), (10.86, 9.73), [225, 225, 225]
(17.04, 10.69), (17.1, 10.69), [0, 0, 0]
(21.88, 6.9), (21.88, 6.88), [225, 225, 225]
(21.33, 0.42), (21.33, 0.39), [225, 225, 225]
(7.72, 3.4), (7.72, 3.38), [225, 225, 225]
(18.77, 7.81), (18.7, 7.76), [0, 0, 0]
(18.19, 4.28), (18.04, 4.18), [0, 0, 0]
(1.6, 14.66), (1.6, 14.64), [225, 225, 225]
(8.83, 14.99), (8.83, 14.96), [225, 225, 225]
(11.45, 9.62), (11.45, 9.59), [225, 225, 225]
(1.11, 12.63), (1.11, 12.6), [225, 225, 225]
(12.58, 15.13), (12.66, 15.09), [0, 0, 0]
(21.11, 12.55), (21.05, 12.46), [225, 225, 225]
(8.36, 15.97), (8.36, 15.94), [225, 225, 225]
(5.71, 18.33), (5.71, 18.3), [225, 225, 225]
(6.94, 6.06), (6.94, 6.04), [225, 225, 225]
(14.55, 16.61), (14.58, 16.6), [225, 225, 225]
(9.91, 17.59), (9.91, 17.57), [225, 225, 225]
(24.04, 16.54), (24.04, 16.51), [225, 225, 225]
(8.15, 8.56), (8.15, 8.53), [225, 225, 225]
(4.01, 13.09), (4.01, 13.06), [225, 225, 225]
(11.13, 4.93), (11.1, 4.94), [225, 225, 225]
(16.79, 2.22), (16.85, 2.28), [225, 225, 225]
(13.52, 3.32), (13.52, 3.4), [225, 225, 225]
(4.72, 12.64), (4.78, 12.64), [225, 225, 225]
(14.12, 14.51), (14.09, 14.41), [0, 0, 0]
(13.75, 14.93), (13.84, 14.86), [0, 0, 0]
(23.18, 6.5), (23.18, 6.47), [225, 225, 225]
(13.83, 9.75), (13.83, 9.83), [0, 0, 0]
(15.09, 9.71), (15.03, 9.71), [0, 0, 0]
(13.07, 11.21), (13.1, 11.2), [0, 0, 0]
(12.13, 16.28), (12.13, 16.33), [225, 225, 225]
(9.94, 13.82), (9.94, 13.8), [225, 225, 225]
(22.25, 6.55), (22.25, 6.52), [225, 225, 225]
(4.88, 17.57), (4.88, 17.54), [225, 225, 225]
(2.69, 9.54), (2.68, 9.56), [225, 225, 225]
(17.67, 8.04), (17.52, 8.13), [0, 0, 0]
(0.71, 9.29), (0.71, 9.26), [225, 225, 225]
(14.12, 1.88), (14.15, 1.81), [225, 225, 225]
(13.05, 17.8), (13.06, 17.74), [225, 225, 225]
(4.4, 8.94), (4.49, 8.91), [225, 225, 225]
(9.58, 7.42), (9.49, 7.45), [0, 0, 0]
(2.41, 1.89), (2.41, 1.86), [225, 225, 225]
(8.92, 2.86), (8.92, 2.84), [225, 225, 225]
(8.43, 6.66), (8.43, 6.63), [225, 225, 225]
(13.15, 5.37), (13.21, 5.27), [0, 0, 0]
(14.51, 4.61), (14.44, 4.61), [225, 225, 225]
(6.23, 14.94), (6.23, 14.91), [225, 225, 225]
(3.02, 3.3), (3.02, 3.27), [225, 225, 225]
(8.12, 5.11), (8.12, 5.09), [225, 225, 225]
(9.97, 8.2), (10.09, 8.18), [225, 225, 225]
(11.61, 8.0), (11.54, 8.06), [225, 225, 225]
(22.53, 12.77), (22.47, 12.74), [225, 225, 225]
(22.35, 16.0), (22.4, 16.02), [225, 225, 225]
(20.23, 14.0), (20.26, 14.0), [225, 225, 225]
(20.86, 11.26), (20.8, 11.26), [225, 225, 225]
(1.14, 10.35), (1.14, 10.32), [225, 225, 225]
(5.66, 11.66), (5.7, 11.56), [225, 225, 225]
(4.88, 7.47), (4.88, 7.45), [225, 225, 225]
(13.8, 12.47), (13.85, 12.44), [0, 0, 0]
(21.91, 10.0), (21.91, 9.97), [225, 225, 225]
(22.99, 3.92), (22.99, 3.89), [225, 225, 225]
(2.62, 0.01), (2.62, -0.01), [225, 225, 225]
(24.29, 8.07), (24.29, 8.04), [225, 225, 225]
(0.52, 16.83), (0.52, 16.81), [225, 225, 225]
(3.95, 6.31), (3.95, 6.28), [225, 225, 225]
(12.11, 6.18), (12.15, 6.14), [225, 225, 225]
(19.4, 14.46), (19.43, 14.46), [225, 225, 225]
(12.61, 12.92), (12.64, 12.91), [0, 0, 0]
(4.18, 10.11), (4.09, 10.13), [225, 225, 225]
(0.12, 0.45), (0.12, 0.42), [225, 225, 225]
(23.61, 16.7), (23.61, 16.62), [225, 225, 225]
(7.35, 17.89), (7.35, 17.87), [225, 225, 225]
(11.73, 8.37), (11.85, 8.4), [225, 225, 225]
(1.88, 14.83), (1.88, 14.8), [225, 225, 225]
(14.65, 16.42), (14.68, 16.41), [225, 225, 225]
(12.02, 9.87), (11.93, 9.88), [225, 225, 225]
(5.22, 14.53), (5.22, 14.5), [225, 225, 225]
(21.45, 12.65), (21.39, 12.58), [225, 225, 225]
(22.53, 4.22), (22.53, 4.19), [225, 225, 225]
(20.94, 16.14), (20.97, 16.09), [225, 225, 225]
(22.74, 14.49), (22.81, 14.54), [225, 225, 225]
(4.81, 18.76), (4.81, 18.73), [225, 225, 225]
(7.78, 15.02), (7.78, 14.99), [225, 225, 225]
(10.99, 15.52), (10.99, 15.57), [225, 225, 225]
(11.45, 0.12), (11.45, 0.09), [225, 225, 225]
(9.75, 13.61), (9.75, 13.58), [225, 225, 225]
(21.76, 4.9), (21.76, 4.87), [225, 225, 225]
(10.4, 8.69), (10.46, 8.67), [225, 225, 225]
(3.55, 2.62), (3.55, 2.59), [225, 225, 225]
(4.04, 17.51), (4.04, 17.49), [225, 225, 225]
(0.37, 7.47), (0.37, 7.45), [225, 225, 225]
(6.88, 15.48), (6.88, 15.45), [225, 225, 225]
(7.53, 9.54), (7.53, 9.45), [225, 225, 225]
(15.66, 15.14), (15.69, 15.14), [225, 225, 225]
(17.79, 7.02), (17.77, 7.04), [225, 225, 225]
(5.37, 17.4), (5.37, 17.38), [225, 225, 225]
(5.86, 2.4), (5.86, 2.37), [225, 225, 225]
(9.07, 0.66), (9.07, 0.64), [225, 225, 225]
(5.25, 1.07), (5.25, 1.04), [225, 225, 225]
(10.4, 0.8), (10.4, 0.77), [225, 225, 225]
(2.01, 17.57), (2.01, 17.54), [225, 225, 225]
(8.24, 10.66), (8.24, 10.77), [225, 225, 225]
(14.76, 6.65), (14.74, 6.7), [225, 225, 225]
(12.38, 16.14), (12.37, 16.25), [225, 225, 225]
(9.2, 18.41), (9.2, 18.38), [225, 225, 225]
(8.12, 6.71), (8.12, 6.69), [225, 225, 225]
(14.18, 17.2), (14.15, 17.2), [225, 225, 225]
(6.98, 15.37), (6.98, 15.34), [225, 225, 225]
(21.36, 2.05), (21.36, 2.02), [225, 225, 225]
(0.25, 4.08), (0.25, 4.06), [225, 225, 225]
(16.2, 5.71), (16.21, 5.68), [225, 225, 225]
(21.76, 1.15), (21.76, 1.13), [225, 225, 225]
(5.15, 4.3), (5.15, 4.27), [225, 225, 225]
(0.15, 8.45), (0.15, 8.42), [225, 225, 225]
(6.82, 2.94), (6.82, 2.92), [225, 225, 225]
(18.58, 1.45), (18.58, 1.42), [225, 225, 225]
(15.54, 6.39), (15.58, 6.31), [225, 225, 225]
(11.31, 10.24), (11.29, 10.38), [225, 225, 225]
(1.7, 1.53), (1.7, 1.51), [225, 225, 225]
(18.1, 11.21), (18.13, 11.2), [0, 0, 0]
(3.98, 14.09), (3.98, 14.07), [225, 225, 225]
(2.9, 7.61), (2.9, 7.58), [225, 225, 225]
(1.94, 12.68), (1.94, 12.66), [225, 225, 225]
(16.19, 13.8), (16.28, 13.76), [225, 225, 225]
(7.9, 10.8), (7.91, 10.85), [225, 225, 225]
(13.49, 0.5), (13.49, 0.47), [225, 225, 225]
(5.55, 9.35), (5.5, 9.37), [225, 225, 225]
(5.93, 7.2), (5.93, 7.18), [225, 225, 225]
(12.95, 9.62), (12.79, 9.7), [225, 225, 225]
(15.56, 1.53), (15.61, 1.56), [225, 225, 225]
(0.0, 1.75), (0, 1.72), [225, 225, 225]
(5.86, 14.26), (5.86, 14.23), [225, 225, 225]
(5.0, 13.96), (5.0, 13.93), [225, 225, 225]
(2.56, 1.23), (2.56, 1.21), [225, 225, 225]
(10.03, 10.51), (10.03, 10.49), [225, 225, 225]
(13.25, 2.85), (13.23, 2.9), [225, 225, 225]
(0.15, 2.21), (0.15, 2.18), [225, 225, 225]
(2.62, 15.31), (2.62, 15.29), [225, 225, 225]
(18.66, 8.81), (18.69, 8.77), [225, 225, 225]
(14.06, 16.87), (14.09, 16.88), [225, 225, 225]
(2.04, 1.99), (2.04, 1.97), [225, 225, 225]
(18.86, 0.01), (18.86, -0.01), [225, 225, 225]
(15.48, 12.89), (15.51, 12.88), [0, 0, 0]
(10.0, 15.59), (10.0, 15.56), [225, 225, 225]
(21.9, 13.21), (21.87, 13.16), [225, 225, 225]
(12.23, 6.54), (12.21, 6.59), [225, 225, 225]
(2.78, 3.4), (2.78, 3.38), [225, 225, 225]
(16.61, 16.73), (16.6, 16.64), [225, 225, 225]
(19.32, 2.08), (19.32, 2.05), [225, 225, 225]
(5.99, 5.17), (5.99, 5.14), [225, 225, 225]
(13.09, 17.65), (13.14, 17.62), [225, 225, 225]
(10.62, 1.56), (10.62, 1.53), [225, 225, 225]
(18.43, 2.4), (18.43, 2.37), [225, 225, 225]
(19.7, 17.52), (19.74, 17.48), [225, 225, 225]
(10.52, 14.85), (10.52, 14.83), [225, 225, 225]
(8.21, 15.53), (8.21, 15.5), [225, 225, 225]
(23.15, 12.05), (23.15, 11.99), [225, 225, 225]
(0.52, 17.95), (0.52, 17.92), [225, 225, 225]
(23.92, 15.09), (23.86, 15.08), [225, 225, 225]
(3.86, 16.97), (3.86, 16.94), [225, 225, 225]
(0.12, 5.98), (0.12, 5.96), [225, 225, 225]
(11.01, 8.74), (11.03, 8.73), [225, 225, 225]
(10.93, 17.08), (10.93, 17.05), [225, 225, 225]
(12.44, 16.37), (12.43, 16.51), [225, 225, 225]
(13.83, 6.28), (13.83, 6.25), [225, 225, 225]
(16.55, 7.37), (16.47, 7.33), [225, 225, 225]
(10.9, 1.75), (10.9, 1.72), [225, 225, 225]
(9.04, 13.9), (9.04, 13.88), [225, 225, 225]
